date,MG,FL,OD,VS,SJ
2020-06-19 02:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 03:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 04:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 05:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 06:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 07:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 08:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 09:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 10:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 11:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 12:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 13:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 14:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 15:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 16:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 17:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 18:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 19:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 20:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 21:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 22:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-19 23:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 00:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 01:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 02:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 03:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 04:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 05:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 06:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 07:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 08:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 09:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 10:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 11:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 12:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 13:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 14:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 15:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 16:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 17:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 18:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 19:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 20:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 21:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 22:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-20 23:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-21 00:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-21 01:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-21 02:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-21 03:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-21 04:00:00,23402.477,26053.443,33594.73,25616.873,28285.312
2020-06-21 05:00:00,23402.793,26053.443,33594.73,25616.873,28285.312
2020-06-21 06:00:00,23402.793,26053.443,33594.73,25616.873,28285.312
2020-06-21 07:00:00,23402.793,26053.443,33594.73,25616.873,28285.312
2020-06-21 08:00:00,23402.793,26053.443,33594.73,25616.873,28285.312
2020-06-21 09:00:00,23402.793,26053.443,33594.73,25616.873,28285.312
2020-06-21 10:00:00,23402.793,26053.686,33594.73,25616.873,28285.312
2020-06-21 11:00:00,23403.684,26054.045,33594.73,25617.406,28285.312
2020-06-21 12:00:00,23405.398,26054.045,33594.73,25617.541,28285.312
2020-06-21 13:00:00,23406.121,26054.045,33594.73,25617.986,28285.312
2020-06-21 14:00:00,23406.121,26054.045,33594.73,25618.184,28285.764
2020-06-21 15:00:00,23406.121,26054.045,33594.73,25620.041,28285.902
2020-06-21 16:00:00,23406.541,26054.045,33594.73,25623.158,28285.902
2020-06-21 17:00:00,23410.633,26054.424,33594.73,25629.203,28285.902
2020-06-21 18:00:00,23416.363,26057.533,33594.73,25633.785,28286.09
2020-06-21 19:00:00,23421.502,26058.863,33594.73,25634.943,28288.88
2020-06-21 20:00:00,23421.889,26059.307,33595.88,25635.8,28290.88
2020-06-21 21:00:00,23423.033,26060.314,33596.234,25636.506,28293.479
2020-06-21 22:00:00,23423.775,26060.314,33596.43,25636.506,28293.479
2020-06-21 23:00:00,23424.523,26060.314,33596.43,25636.506,28293.479
2020-06-22 00:00:00,23424.523,26060.314,33596.43,25636.506,28293.479
2020-06-22 01:00:00,23424.523,26060.314,33596.43,25636.506,28293.479
2020-06-22 02:00:00,23424.523,26060.314,33596.43,25636.506,28293.479
2020-06-22 03:00:00,23424.523,26060.314,33596.43,25636.506,28293.479
2020-06-22 04:00:00,23424.523,26060.314,33596.43,25636.506,28293.479
2020-06-22 05:00:00,23424.523,26060.314,33596.43,25636.506,28293.479
2020-06-22 06:00:00,23424.523,26060.314,33596.43,25636.506,28293.479
2020-06-22 07:00:00,23424.523,26060.314,33596.43,25636.506,28293.479
2020-06-22 08:00:00,23424.523,26060.314,33596.43,25636.506,28293.906
2020-06-22 09:00:00,23424.523,26060.473,33596.43,25636.506,28295.305
2020-06-22 10:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-22 11:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-22 12:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-22 13:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-22 14:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-22 15:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-22 16:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-22 17:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-22 18:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-22 19:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-22 20:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-22 21:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-22 22:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-22 23:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 00:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 01:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 02:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 03:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 04:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 05:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 06:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 07:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 08:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 09:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 10:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 11:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 12:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 13:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 14:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 15:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 16:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 17:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 18:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 19:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 20:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 21:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 22:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-23 23:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 00:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 01:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 02:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 03:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 04:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 05:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 06:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 07:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 08:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 09:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 10:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 11:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 12:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 13:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 14:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 15:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 16:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 17:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 18:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 19:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 20:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 21:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 22:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-24 23:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 00:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 01:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 02:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 03:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 04:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 05:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 06:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 07:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 08:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 09:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 10:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 11:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 12:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 13:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 14:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 15:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 16:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 17:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 18:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 19:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 20:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 21:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 22:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-25 23:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 00:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 01:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 02:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 03:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 04:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 05:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 06:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 07:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 08:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 09:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 10:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 11:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 12:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 13:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 14:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 15:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 16:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 17:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 18:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 19:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 20:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 21:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 22:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-26 23:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 00:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 01:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 02:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 03:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 04:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 05:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 06:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 07:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 08:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 09:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 10:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 11:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 12:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 13:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 14:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 15:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 16:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 17:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 18:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 19:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 20:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 21:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 22:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-27 23:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-28 00:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-28 01:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-28 02:00:00,23424.523,26060.473,33596.43,25636.672,28295.404
2020-06-28 03:00:00,23424.523,26060.59,33596.43,25636.672,28295.404
2020-06-28 04:00:00,23424.523,26060.59,33596.43,25636.672,28295.404
2020-06-28 05:00:00,23424.523,26060.59,33596.43,25636.672,28295.404
2020-06-28 06:00:00,23424.523,26061.32,33596.43,25636.793,28295.404
2020-06-28 07:00:00,23424.572,26062.19,33596.43,25637.57,28296.11
2020-06-28 08:00:00,23424.65,26062.19,33596.43,25642.086,28296.11
2020-06-28 09:00:00,23429.318,26062.365,33596.43,25644.336,28296.11
2020-06-28 10:00:00,23431.744,26062.365,33596.43,25644.945,28296.295
2020-06-28 11:00:00,23435.396,26062.365,33596.43,25644.945,28296.295
2020-06-28 12:00:00,23436.635,26062.365,33596.43,25646.543,28296.295
2020-06-28 13:00:00,23436.863,26064.797,33596.43,25647.291,28296.447
2020-06-28 14:00:00,23436.96,26064.904,33597.0,25648.168,28296.607
2020-06-28 15:00:00,23438.955,26065.047,33597.0,25648.254,28296.607
2020-06-28 16:00:00,23439.627,26065.047,33597.0,25649.223,28296.9
2020-06-28 17:00:00,23440.285,26067.195,33598.152,25649.451,28297.059
2020-06-28 18:00:00,23440.285,26067.195,33598.934,25649.451,28297.059
2020-06-28 19:00:00,23440.285,26067.195,33598.934,25649.451,28297.059
2020-06-28 20:00:00,23440.285,26067.195,33598.934,25649.451,28297.059
2020-06-28 21:00:00,23440.285,26067.195,33598.934,25649.451,28297.059
2020-06-28 22:00:00,23441.043,26067.195,33599.535,25649.451,28297.059
2020-06-28 23:00:00,23441.043,26067.195,33600.89,25649.451,28297.059
2020-06-29 00:00:00,23441.246,26067.195,33600.89,25649.451,28297.059
2020-06-29 01:00:00,23441.246,26067.195,33600.89,25649.451,28297.059
2020-06-29 02:00:00,23441.246,26067.195,33600.89,25649.451,28297.059
2020-06-29 03:00:00,23441.246,26067.195,33600.89,25649.451,28297.059
2020-06-29 04:00:00,23441.246,26067.195,33600.89,25649.451,28297.059
2020-06-29 05:00:00,23441.246,26067.195,33600.89,25649.451,28297.059
2020-06-29 06:00:00,23441.246,26067.195,33600.89,25649.451,28297.059
2020-06-29 07:00:00,23441.246,26067.195,33600.89,25649.451,28297.059
2020-06-29 08:00:00,23441.246,26067.195,33600.89,25649.451,28297.059
2020-06-29 09:00:00,23441.246,26067.195,33600.89,25649.451,28297.059
2020-06-29 10:00:00,23441.246,26067.195,33600.89,25649.451,28297.059
2020-06-29 11:00:00,23441.246,26067.195,33600.89,25649.451,28297.059
2020-06-29 12:00:00,23441.246,26067.195,33600.89,25649.451,28297.059
2020-06-29 13:00:00,23441.246,26067.195,33600.89,25649.451,28297.059
2020-06-29 14:00:00,23441.246,26067.396,33600.89,25649.451,28297.059
2020-06-29 15:00:00,23441.246,26068.314,33600.89,25649.451,28297.059
2020-06-29 16:00:00,23441.246,26068.314,33600.89,25652.145,28297.059
2020-06-29 17:00:00,23441.305,26068.314,33600.89,25652.38,28297.059
2020-06-29 18:00:00,23441.305,26068.314,33600.89,25652.38,28297.059
2020-06-29 19:00:00,23447.945,26067.422,33596.824,25650.59,28296.727
2020-06-29 20:00:00,23447.945,26067.422,33596.824,25650.59,28296.727
2020-06-29 21:00:00,23447.945,26067.422,33596.824,25650.59,28296.727
2020-06-29 22:00:00,23447.945,26067.422,33596.824,25650.59,28296.727
2020-06-29 23:00:00,23447.945,26067.422,33596.824,25650.705,28296.727
2020-06-30 00:00:00,23447.945,26067.422,33596.824,25650.994,28296.727
2020-06-30 01:00:00,23447.945,26067.422,33596.824,25650.994,28296.727
2020-06-30 02:00:00,23447.945,26067.422,33596.824,25650.994,28296.852
2020-06-30 03:00:00,23447.945,26067.422,33596.824,25650.994,28296.852
2020-06-30 04:00:00,23447.945,26067.422,33596.824,25650.994,28296.938
2020-06-30 05:00:00,23447.945,26067.422,33596.824,25650.994,28298.877
2020-06-30 06:00:00,23448.285,26067.422,33596.824,25650.994,28299.656
2020-06-30 07:00:00,23448.396,26067.422,33596.824,25650.994,28299.656
2020-06-30 08:00:00,23448.396,26067.422,33596.824,25650.994,28299.656
2020-06-30 09:00:00,23448.396,26067.422,33596.824,25650.994,28299.656
2020-06-30 10:00:00,23448.396,26067.422,33596.824,25650.994,28299.656
2020-06-30 11:00:00,23448.396,26067.422,33596.824,25650.994,28299.656
2020-06-30 12:00:00,23448.396,26067.422,33596.824,25650.994,28299.656
2020-06-30 13:00:00,23448.396,26067.422,33596.824,25650.994,28299.656
2020-06-30 14:00:00,23447.945,26067.422,33596.824,25650.857,28296.727
2020-06-30 15:00:00,23447.945,26067.422,33596.824,25650.994,28296.727
2020-06-30 16:00:00,23447.945,26067.422,33596.824,25650.994,28296.727
2020-06-30 17:00:00,23447.945,26067.422,33596.824,25650.994,28296.727
2020-06-30 18:00:00,23447.945,26067.422,33596.824,25650.994,28296.727
2020-06-30 19:00:00,23447.945,26067.422,33596.824,25650.994,28296.727
2020-06-30 20:00:00,23447.945,26067.422,33596.824,25650.994,28296.727
2020-06-30 21:00:00,23447.945,26067.422,33596.824,25650.994,28296.727
2020-06-30 22:00:00,23447.945,26067.422,33596.824,25650.994,28296.727
2020-06-30 23:00:00,23447.945,26067.422,33596.824,25650.994,28296.727
